,Run1_1pM Pb_D1,Run2_1pM Pb_D1,Run3_1pM Pb_D1,Run4_1pM Pb_D1,Run5_1pM Pb_D1,Run6_1pM Pb_D1,Run7_1pM Pb_D1,CQD1_1pM Pb_D1,CQD2_1pM Pb_D1,CQD3_1pM Pb_D1,CQD4_1pM Pb_D1,CQD5_1pM Pb_D1,CQD6_1pM Pb_D1,CQD7_1pM Pb_D1,Run1_5pM Pb_D1,Run2_5pM Pb_D1,Run3_5pM Pb_D1,Run4_5pM Pb_D1,Run5_5pM Pb_D1,Run6_5pM Pb_D1,Run7_5pM Pb_D1,CQD1_5pM Pb_D1,CQD2_5pM Pb_D1,CQD3_5pM Pb_D1,CQD4_5pM Pb_D1,CQD5_5pM Pb_D1,CQD6_5pM Pb_D1,CQD7_5pM Pb_D1,Run1_1pM Pb_D2,Run2_1pM Pb_D2,Run3_1pM Pb_D2,Run4_1pM Pb_D2,Run5_1pM Pb_D2,Run6_1pM Pb_D2,Run7_1pM Pb_D2,CQD1_1pM Pb_D2,CQD2_1pM Pb_D2,CQD3_1pM Pb_D2,CQD4_1pM Pb_D2,CQD5_1pM Pb_D2,CQD6_1pM Pb_D2,CQD7_1pM Pb_D2,Run1_5pM Pb_D2,Run2_5pM Pb_D2,Run3_5pM Pb_D2,Run4_5pM Pb_D2,Run5_5pM Pb_D2,Run6_5pM Pb_D2,Run7_5pM Pb_D2,CQD1_5pM Pb_D2,CQD2_5pM Pb_D2,CQD3_5pM Pb_D2,CQD4_5pM Pb_D2,CQD5_5pM Pb_D2,CQD6_5pM Pb_D2,CQD7_5pM Pb_D2,Run1_1pM Pb_D3,Run2_1pM Pb_D3,Run3_1pM Pb_D3,Run4_1pM Pb_D3,Run5_1pM Pb_D3,Run6_1pM Pb_D3,Run7_1pM Pb_D3,CQD1_1pM Pb_D3,CQD2_1pM Pb_D3,CQD3_1pM Pb_D3,CQD4_1pM Pb_D3,CQD5_1pM Pb_D3,CQD6_1pM Pb_D3,CQD7_1pM Pb_D3,Run1_5pM Pb_D3,Run2_5pM Pb_D3,Run3_5pM Pb_D3,Run4_5pM Pb_D3,Run5_5pM Pb_D3,Run6_5pM Pb_D3,Run7_5pM Pb_D3,CQD1_5pM Pb_D3,CQD2_5pM Pb_D3,CQD3_5pM Pb_D3,CQD4_5pM Pb_D3,CQD5_5pM Pb_D3,CQD6_5pM Pb_D3,CQD7_5pM Pb_D3,Run1_1pM Pb_D4,Run2_1pM Pb_D4,Run3_1pM Pb_D4,Run4_1pM Pb_D4,Run5_1pM Pb_D4,Run6_1pM Pb_D4,Run7_1pM Pb_D4,CQD1_1pM Pb_D4,CQD2_1pM Pb_D4,CQD3_1pM Pb_D4,CQD4_1pM Pb_D4,CQD5_1pM Pb_D4,CQD6_1pM Pb_D4,CQD7_1pM Pb_D4,Run1_5pM Pb_D4,Run2_5pM Pb_D4,Run3_5pM Pb_D4,Run4_5pM Pb_D4,Run5_5pM Pb_D4,Run6_5pM Pb_D4,Run7_5pM Pb_D4,CQD1_5pM Pb_D4,CQD2_5pM Pb_D4,CQD3_5pM Pb_D4,CQD4_5pM Pb_D4,CQD5_5pM Pb_D4,CQD6_5pM Pb_D4,CQD7_5pM Pb_D4,Run1_1pM Pb_D5,Run2_1pM Pb_D5,Run3_1pM Pb_D5,Run4_1pM Pb_D5,Run5_1pM Pb_D5,Run6_1pM Pb_D5,Run7_1pM Pb_D5,CQD1_1pM Pb_D5,CQD2_1pM Pb_D5,CQD3_1pM Pb_D5,CQD4_1pM Pb_D5,CQD5_1pM Pb_D5,CQD6_1pM Pb_D5,CQD7_1pM Pb_D5,Run1_5pM Pb_D5,Run2_5pM Pb_D5,Run3_5pM Pb_D5,Run4_5pM Pb_D5,Run5_5pM Pb_D5,Run6_5pM Pb_D5,Run7_5pM Pb_D5,CQD1_5pM Pb_D5,CQD2_5pM Pb_D5,CQD3_5pM Pb_D5,CQD4_5pM Pb_D5,CQD5_5pM Pb_D5,CQD6_5pM Pb_D5,CQD7_5pM Pb_D5
102,720.3313599,719.4249268,720.4735107,716.7160034,720.9664917,719.4799194,717.802124,808.6668701,813.8269653,814.2335815,811.9384766,813.3706055,814.4804688,811.5557861,744.4710083,742.8302002,743.0353394,743.4837646,740.5540161,743.0303955,745.0726318,821.371521,824.8713989,821.8410645,826.609314,824.0396118,824.3303833,827.5609741,747.0494995,744.017395,741.7478638,742.7524414,742.4278564,741.2260742,741.3468628,819.0115967,815.9060669,813.781189,813.781189,817.5570068,813.7091675,814.9868164,746.302063,743.9135132,743.1743164,746.2247925,747.2235107,745.2481689,745.3614502,811.9984131,816.2866821,817.5054932,811.3388672,816.8290405,812.4382935,816.3713379,743.5166626,744.795105,745.4250488,746.5355835,747.0622559,741.8230591,744.8282471,808.5326538,814.4598389,815.1602173,808.8773804,812.2785034,814.7445679,814.0861816,754.2602539,755.8173828,752.1625366,756.8225708,755.263855,752.505127,763.5856934,826.522644,828.6697388,831.6738281,829.0619507,831.3352661,828.1921387,836.807251,740.1054688,740.6862183,738.7943726,738.5093384,738.7362061,738.0328979,735.5657349,811.7103271,812.7883911,814.7195435,812.0256958,809.3140259,816.0,806.0239258,738.7840576,737.3282471,742.5667725,741.2990112,738.6737671,739.6256714,738.2484131,806.6876831,809.9801025,811.1786499,817.0601807,810.1387329,813.8147583,810.3852539,730.0213623,729.2197266,734.5477295,726.4611206,728.682251,728.7890015,729.3217163,816.1543579,818.437561,813.2885132,818.8284302,816.1164551,815.9310303,813.6740723,730.0213623,729.2197266,734.5477295,726.4611206,728.682251,728.7890015,729.3217163,816.1543579,818.437561,813.2885132,818.8284302,816.1164551,815.9310303,813.6740723
72,782.244751,784.5031738,778.9537354,784.3406982,788.1745605,784.1397095,785.0445557,883.9874268,884.4714966,890.8568115,894.1739502,889.0541382,886.5601807,885.0496826,806.7150269,808.8718262,807.2439575,807.0585938,807.5623779,802.3650513,803.4058838,893.4709473,896.02948,893.6581421,896.3994751,894.0262451,892.2877197,900.9955444,810.7166748,809.6824341,805.9699097,809.993103,810.0004883,810.1994629,807.9006958,888.9945068,885.1895142,885.9537964,885.9537964,887.6572266,885.77948,885.609314,818.491333,815.9801025,817.1751099,817.7042236,816.1439209,811.7766113,814.7716675,885.2023315,890.3924561,890.8059082,883.4685669,886.6751099,890.906189,888.274231,807.545105,811.1900024,808.0747681,807.5844727,809.6716309,811.9609985,810.2352905,884.0101318,882.6224365,882.4085083,881.9526978,887.4445801,880.9979858,892.5761108,820.1911621,819.0373535,819.0249634,820.3126221,820.0787964,815.847229,819.7028198,902.7186279,897.8766479,902.4055786,897.6513062,902.2614136,899.7830811,899.8840332,802.1993408,802.6033936,808.1339111,804.3930664,806.1514893,805.557251,809.3932495,883.7057495,883.1021118,882.1980591,882.6663818,884.0148315,878.2853394,880.4788818,808.9812012,802.140625,801.6342163,808.5821533,804.4350586,801.9221802,801.0610352,879.9673462,885.8306274,881.2886963,883.9202881,885.2366333,881.0285645,884.0597534,793.5083618,795.8486328,788.5065918,793.6281128,798.1633911,793.0355835,791.8835449,893.8677979,893.9180908,884.3408813,886.7374268,890.0321655,890.3956299,890.0317383,793.5083618,795.8486328,788.5065918,793.6281128,798.1633911,793.0355835,791.8835449,893.8677979,893.9180908,884.3408813,886.7374268,890.0321655,890.3956299,890.0317383
111,601.5432129,603.1863403,601.364502,604.0760498,601.6904907,606.5162964,603.5175781,679.4015503,681.9892578,680.2618408,683.281311,678.0403442,684.2494507,682.968811,629.46521,628.5374756,623.2177734,625.703186,626.7489014,624.81427,627.6619873,692.9833374,693.2197876,691.5032959,691.8933716,692.8594971,695.8376465,696.539856,625.7668457,623.7318115,626.975708,625.8104248,623.9243164,624.6970215,624.0841675,688.1192627,686.9892578,686.3572388,686.3572388,685.8224487,685.2425537,687.5222778,629.0098267,627.8261108,623.8375244,626.7930298,627.1178589,625.0194092,626.0742188,683.1129761,684.2631226,686.7918091,682.0797119,679.9014282,681.3956909,683.565979,624.4862671,622.586792,626.8308716,626.5396729,627.8120117,622.4382324,623.3553467,681.4899292,681.2350464,683.0109863,682.4442139,683.364502,682.3045654,683.1074219,633.836792,633.0473633,635.0686646,636.5874023,631.4385986,632.5332031,631.4503784,697.5421143,695.7458496,695.3978271,694.2354736,695.9978638,699.1338501,695.4638062,622.552063,622.4815063,620.4070435,620.9703369,619.2304688,622.6062622,620.0186157,683.526001,680.0266113,681.0963135,678.652771,680.6325684,683.6345215,681.0343018,622.2930908,620.4338379,621.3052979,622.350769,622.6765137,624.2006836,619.1062012,677.0773315,679.2827148,680.9772339,680.7103882,679.2122803,680.1824951,683.2084351,615.2738037,612.1755371,611.5640259,615.5858765,610.9303589,610.9053345,611.8096313,684.9610596,686.0783691,685.5181274,685.0699463,684.8021851,682.2295532,684.0883789,615.2738037,612.1755371,611.5640259,615.5858765,610.9303589,610.9053345,611.8096313,684.9610596,686.0783691,685.5181274,685.0699463,684.8021851,682.2295532,684.0883789
92,809.7674561,812.0860596,808.4555664,806.6847534,807.6382446,807.2545776,807.6419067,911.0615845,912.1428833,913.3868408,913.3618774,914.0338135,911.2965698,914.7960815,837.3969727,835.0513306,830.4968262,836.322937,837.0742188,836.9208374,835.2778931,925.972168,927.3480225,929.5203247,928.4179077,926.7603149,926.7185059,929.4779053,838.0366211,832.6550903,831.4185181,837.4907227,830.0438232,834.0095825,834.9845581,919.7295532,914.3945923,917.940979,917.940979,919.7850952,913.0732422,914.4736938,845.0625,841.4855347,840.1911621,837.225769,841.2977295,839.7775879,839.4901123,917.3587036,910.8998413,918.5477905,916.8188477,911.4538574,915.4966431,912.4465942,833.4190063,835.3428345,838.1183472,838.0508423,836.9255981,835.4356689,838.7336426,909.6381836,910.8335571,915.0739746,913.8583374,916.2561035,915.7093506,912.234314,846.8759766,848.4866943,851.4711304,850.1946411,848.8290405,846.1757813,845.9620972,926.6764526,932.7086182,927.7363281,929.2952881,931.7536011,926.428894,931.5157471,832.9028931,827.2450562,830.9115601,831.1209717,828.3241577,833.5256958,828.5927124,913.0089722,909.5917358,910.7385864,910.5177612,912.5291138,911.4385986,908.0359497,830.4672852,828.8571777,833.2420654,829.7862549,832.1447754,831.6710815,831.769165,911.3365479,911.4859009,912.7221069,908.6135254,908.8339233,913.0058594,911.0374756,819.2591553,822.8718262,815.1775513,819.8275146,822.3426514,818.9413452,819.7491455,921.1722412,915.4621582,919.2564087,919.8185425,921.5570068,920.7076416,918.4447632,819.2591553,822.8718262,815.1775513,819.8275146,822.3426514,818.9413452,819.7491455,921.1722412,915.4621582,919.2564087,919.8185425,921.5570068,920.7076416,918.4447632
91,814.088562,811.1832886,810.8132935,812.0281982,812.9364624,814.7640381,813.5322876,918.1529541,919.6204834,923.2037964,920.0149536,917.5266113,919.6453857,919.8353882,843.4804077,838.4249878,836.6037598,839.8931274,838.8399048,841.03479,839.5267944,931.949585,930.3319092,930.8214722,934.0037842,933.9703369,928.8110352,937.6316528,837.0028687,841.1176147,842.9336548,842.7163086,839.7140503,838.1519775,839.2502441,922.2150879,921.5762939,922.3623047,922.3623047,926.9587402,922.8220215,924.6350708,842.2817383,843.2402344,843.8463135,844.3905029,849.9035645,840.1520996,847.8701172,924.6990356,921.3446655,922.9055786,923.229248,921.8260498,923.6243896,916.5579834,839.2471924,837.1202393,842.9941406,839.5308228,841.8101196,842.3764648,839.7871704,923.2224121,920.2854614,918.9908447,917.3145752,919.8435059,921.8550415,921.2949219,852.5198364,856.7678833,854.6127319,853.2450562,850.3536377,851.5234985,858.4812012,925.9004517,937.6675415,933.8056641,941.6826172,934.7423096,931.0126953,934.5038452,837.9276733,837.9398193,834.9209595,835.0228882,835.1600952,838.1988525,833.0804443,920.1434937,918.7089233,916.7468262,921.8939819,915.8721313,914.8817139,916.0840454,834.7906494,833.369873,833.7040405,836.6980591,833.0350342,835.6820068,834.4299316,911.4378662,925.6950073,915.227478,914.3535156,911.2272339,915.3022461,913.2738037,822.9891968,825.7559814,824.2593994,819.5628052,825.944458,824.4816895,825.9046631,921.8186646,921.4280396,926.9714966,922.6604614,923.6187134,926.5812378,909.8479004,822.9891968,825.7559814,824.2593994,819.5628052,825.944458,824.4816895,825.9046631,921.8186646,921.4280396,926.9714966,922.6604614,923.6187134,926.5812378,909.8479004
104,694.4893188,693.3534546,693.5596924,695.1313477,693.2957153,693.6665039,692.546875,787.0631104,783.4758911,788.3605347,781.9279175,781.887085,784.520813,784.5704956,719.2694702,717.5487671,717.5966797,717.3482056,716.6153564,717.0669556,713.8950806,797.9094849,797.3616333,798.4990234,796.3658447,801.4738159,793.319458,798.9914551,719.7409668,718.0509644,716.519104,716.1981201,717.9326172,721.8647461,721.8339844,789.6680908,790.3965454,784.776123,784.776123,791.6987915,788.4859009,786.7501831,722.6516724,720.5641479,721.0379028,720.2903442,722.0543823,717.9735107,721.2416992,784.4766846,785.1282349,785.9801636,783.7336426,786.5386353,781.7915039,784.0708618,718.5758057,720.4555054,717.4879761,715.8024902,720.6819458,722.901123,716.0283813,782.9453735,784.3709717,782.8484497,779.7860107,786.1657715,784.1893311,784.6549683,730.6692505,730.2780762,731.6226196,728.21521,729.6490479,722.4838257,728.2855835,797.2467041,801.6252441,800.4974976,802.1253052,799.1620483,801.2096558,800.8008423,715.0874023,711.2091064,710.6675415,712.8162842,713.8806152,712.4732666,713.1216431,782.4766846,782.406311,783.4716797,785.8287354,786.3041992,781.3824463,782.8810425,714.6401367,713.4499512,711.3768921,714.5018311,719.7852783,709.0223389,710.506897,781.7752686,781.0569458,779.3144531,785.078125,785.7833252,782.2670288,785.6998291,705.8279419,708.0445557,707.6425171,703.4685059,708.8665161,703.1784668,703.9385376,786.2385254,788.7232666,787.7462158,789.725708,778.7399292,788.9264526,789.2891846,705.8279419,708.0445557,707.6425171,703.4685059,708.8665161,703.1784668,703.9385376,786.2385254,788.7232666,787.7462158,789.725708,778.7399292,788.9264526,789.2891846
96,778.7371216,780.0321655,780.1641846,781.6445923,778.6102295,780.9476318,778.7016602,878.8598022,878.4762573,882.609375,883.0483398,883.6657715,884.4573975,880.5452881,808.2000122,808.8162842,800.5791016,811.0519409,809.9403076,807.7073975,806.803772,895.6489258,897.3081665,896.0819092,893.6004028,895.9049072,893.2810669,895.4631958,808.3048706,808.7723999,805.2431641,803.6621704,806.9460449,803.18927,807.774353,882.5049438,884.9281006,881.2487793,881.2487793,885.1398315,883.6241455,886.4315186,807.2390137,809.1021729,807.9176025,813.0325928,809.5695801,810.7317505,809.4451294,880.5656738,882.1610718,883.293396,878.8197021,883.0988159,883.6645508,880.2748413,806.7333374,807.5471802,805.9227295,805.2635498,808.5604858,805.2032471,809.3289795,876.987854,880.8256836,883.4606934,882.1956177,882.7012939,882.6884766,881.5856934,820.3900757,820.6207886,816.9153442,819.842041,816.6898193,820.697998,817.592041,894.0848389,899.4118652,899.517334,897.071167,898.1719971,895.8112183,895.9730225,804.7709961,799.6486206,803.9155273,804.1641846,802.2953491,797.2064819,802.3441162,879.9425659,877.3552246,880.3240356,878.7412109,883.1647339,875.4640503,877.5386353,810.0585327,803.6344604,802.2766113,799.100647,798.4000244,802.0842896,801.3412476,875.614624,876.7398682,882.4277344,880.9713135,883.2927246,873.3214722,881.3013306,789.9901733,792.958374,793.2314453,793.5891113,790.7047119,789.4606323,789.4850464,886.5066528,889.7337646,883.1137085,889.6096802,887.744751,886.5525513,885.0637817,789.9901733,792.958374,793.2314453,793.5891113,790.7047119,789.4606323,789.4850464,886.5066528,889.7337646,883.1137085,889.6096802,887.744751,886.5525513,885.0637817
94,791.3106079,795.7281494,795.1467896,799.2680054,797.0797119,797.9611206,795.1409912,898.5734253,904.6330566,898.2064209,899.6574097,900.8779907,902.9367065,898.769043,824.5864868,822.7003784,817.822876,820.0657959,822.2130737,819.3651123,823.8769531,908.894104,912.7915039,911.4458618,910.942627,915.8463135,918.5603638,912.2037354,823.4341431,825.7956543,823.088562,823.8183594,822.800293,825.3047485,819.9862671,907.2493896,902.3317871,902.6283569,902.6283569,904.1292725,893.3704224,903.4781494,829.9016724,825.6889648,826.9545288,826.2176514,828.1409302,822.6591797,826.5287476,900.8880615,902.09198,902.6675415,899.9310303,900.178833,898.6155396,898.8808594,818.2136841,824.7850952,822.8414307,825.5784912,825.0855713,820.8848877,824.2324829,900.5101318,898.2612305,895.867981,897.293396,897.2839355,897.4446411,898.6785278,837.3321533,836.3180542,834.8676147,833.1760864,833.8239136,829.8894653,836.0653687,911.671814,918.0565186,914.975769,911.0231323,919.8549805,914.0216064,919.5820313,817.1442871,818.4882202,817.3050537,817.5483398,819.7081909,819.1663818,820.0131226,897.0078735,896.8995361,897.2011719,899.1915283,896.1228027,894.1876221,894.8554688,815.5443115,817.6384277,817.3417358,819.9299316,820.3269043,818.1956787,819.4492798,893.2964478,898.0061035,899.4087524,893.6342773,896.9631958,896.3811646,897.1522827,811.5151978,809.8430786,806.9979858,804.9849243,803.9562988,807.8601685,813.6517334,901.2684326,906.000061,901.4354248,906.0962524,901.5960083,906.6601563,907.6275024,811.5151978,809.8430786,806.9979858,804.9849243,803.9562988,807.8601685,813.6517334,901.2684326,906.000061,901.4354248,906.0962524,901.5960083,906.6601563,907.6275024
66,710.701355,711.3920288,711.6002808,712.5099487,710.3410645,710.7012939,710.3547363,802.9638672,806.4291382,803.1362305,802.1061401,803.0345459,799.4001465,801.473938,731.5454102,731.1331787,727.430542,730.5068359,729.553833,724.3283081,730.1639404,813.8857422,809.6536865,811.9672852,808.1834717,811.0940552,806.4633179,810.251709,732.5172729,731.4663086,730.9445801,734.3170166,730.972168,732.8554077,731.6208496,807.0526123,799.6392212,802.6828613,802.6828613,800.7130737,795.6033936,802.0667725,738.4841919,739.1063232,733.8782349,737.5671997,735.7362061,736.1619263,738.0789185,801.3215942,801.0026855,802.4642334,800.8861694,804.6983643,802.3891602,802.6175537,731.1610107,733.2655029,730.7299194,726.8222046,735.0236206,729.1211548,732.8956299,799.1732788,802.3547974,800.668396,806.0026855,800.3250732,804.0722656,797.3708496,742.3724976,740.4442139,741.2270508,737.7873535,737.2197266,733.6226807,742.4001465,810.6473999,816.3827515,814.3081055,811.9708862,809.1275635,816.0236206,811.196228,725.5159912,728.2706909,727.4207764,727.612793,725.9810791,724.5603638,728.8525391,798.7885132,796.6779175,797.3814087,796.8502197,795.6931152,795.2398682,793.9550781,727.2281494,728.1136475,725.949646,728.1213989,730.0899048,728.5535889,724.758667,795.819458,796.2785034,793.6619873,799.0762329,800.3739624,799.2607422,796.5175171,719.9334717,716.5599976,716.8513794,713.8759155,713.6304321,719.8484497,716.0807495,800.4874878,804.085083,804.0415649,800.5113525,805.8848877,806.3517456,800.8327637,719.9334717,716.5599976,716.8513794,713.8759155,713.6304321,719.8484497,716.0807495,800.4874878,804.085083,804.0415649,800.5113525,805.8848877,806.3517456,800.8327637
99,748.2161865,748.1535645,749.0969238,753.3151855,753.8745728,751.328186,752.8203125,851.1265259,846.5414429,845.0858765,843.1381836,848.9650879,848.9312134,846.3147583,779.8474731,778.1264648,778.1230469,782.276123,776.4266968,780.8791504,780.7148438,860.9850464,862.2539673,865.3305664,862.050293,860.3757935,863.0391846,863.5603638,777.2730103,777.8401489,773.7476807,778.1843262,781.5284424,780.2749023,775.288147,853.6845703,860.4899902,852.4902344,852.4902344,850.5558472,854.0249634,852.8777466,781.2143555,781.9577637,779.7283936,776.3648682,781.6025391,780.4221802,778.1329956,847.632019,850.2744751,849.2468262,855.8013916,848.9955444,851.0723877,849.2036133,779.4740601,778.953064,780.5591431,777.7913208,776.5570068,782.1259155,779.8640137,846.4490967,847.8334351,850.2058716,848.4194946,853.6497803,847.8706055,851.951416,785.3734741,786.2620239,789.5545654,787.4080811,785.7022095,786.3359985,788.6871338,867.414856,862.9518433,870.430603,867.3761597,866.7182617,868.9785156,867.6613159,778.0998535,773.9260864,772.9113159,773.5141602,776.6778564,768.5536499,773.2668457,846.2781982,847.5992432,852.7427979,847.0447388,851.5762939,845.0678711,845.0556641,776.4086304,773.147644,771.8031006,770.7785034,773.4056396,775.4890747,774.906311,843.5875244,848.1812744,848.0499878,851.2519531,847.0620728,846.6315918,846.6797485,765.2337036,762.2301636,765.0623169,764.5308838,760.798645,763.2325439,762.5592651,851.7241211,853.3630981,853.2941284,854.8061523,858.4567261,854.0195923,853.6282349,765.2337036,762.2301636,765.0623169,764.5308838,760.798645,763.2325439,762.5592651,851.7241211,853.3630981,853.2941284,854.8061523,858.4567261,854.0195923,853.6282349
80,825.5297241,825.6303101,825.3452148,829.2634277,827.2843018,828.4175415,834.0232544,939.4465942,934.6591797,930.0045776,933.7141724,932.8734741,934.6772461,939.1578369,858.4890747,850.6358032,848.8390503,852.7878418,856.3442993,849.7018433,851.3023071,950.9922485,946.6156616,940.6761475,944.6676636,947.4561157,946.6473389,944.2821655,849.8843994,854.8467407,856.927124,855.5772095,851.2075195,856.0541382,852.3278198,936.3647461,939.9234009,932.4019775,932.4019775,932.8878174,930.3669434,934.9087524,857.2294922,864.7587891,862.7529297,861.4411621,860.2796021,859.9815063,863.7025757,939.5690308,937.1018066,937.7169189,935.223999,933.2679443,938.1153564,935.4928589,853.802124,854.0181885,853.3546143,849.9647827,858.2850952,854.6660767,857.4692383,932.5516357,933.6896973,935.0963135,935.3317261,936.8588867,937.7573242,936.5661011,869.7116699,867.8648071,870.5609741,862.1282959,871.4664307,864.4921875,864.5759277,948.354126,955.1455078,948.8615723,952.4069824,955.6496582,948.4820557,951.9534302,847.4456787,848.9389648,848.9038086,847.5010376,850.9065552,849.8886719,851.3187256,935.9619141,933.2693481,928.1842041,929.9970093,931.8185425,930.9335938,931.0915527,853.1675415,845.1345215,855.5097046,848.4900513,852.5012207,854.9776001,851.4036865,926.0837402,933.8258057,928.2180786,931.1409302,932.1879883,934.1553345,933.5041504,843.7915649,835.2523193,838.8598022,838.8163452,842.0971069,840.9637451,835.2730713,944.8294678,939.0490112,938.5455933,935.6478271,940.8276978,937.0814209,940.8547363,843.7915649,835.2523193,838.8598022,838.8163452,842.0971069,840.9637451,835.2730713,944.8294678,939.0490112,938.5455933,935.6478271,940.8276978,937.0814209,940.8547363
93,801.8046875,804.7863159,802.4988403,808.1184692,800.6824951,803.0355225,801.4285278,900.4602661,906.2583008,907.9831543,905.2015381,906.3360596,904.5087891,908.1729736,829.5236206,827.7960205,827.3161011,826.8137207,827.527771,825.6035156,827.9825439,913.6951294,921.6907959,919.147583,922.072998,919.9545288,920.4359131,920.1896362,828.4138794,828.2680054,826.7351685,830.4544067,827.986084,829.8937378,829.6286011,910.3671875,913.956604,909.1264038,909.1264038,911.2835693,910.7678833,907.242981,838.9453735,831.4712524,830.7834473,833.3721313,833.4008789,832.5106201,832.3718872,908.4161987,902.9011841,911.7575073,903.2697754,903.734375,907.2077026,907.4121704,827.8641357,830.8577881,826.5948486,823.3903809,830.4471436,829.1350708,830.0652466,907.6825562,908.5111084,909.6358643,903.0979614,907.453186,906.7094116,907.4074097,843.5551758,836.3634033,838.4542236,837.8463135,841.0519409,844.3238525,840.1821899,920.3757324,927.0383911,920.5222778,926.5430298,925.5996094,918.9338989,924.5942383,825.0092163,823.7358398,824.6312256,822.7745972,822.0758057,822.5060425,826.3029175,900.7752075,893.4287109,908.3390503,906.1160278,905.1120605,903.7891846,905.6377563,823.9866943,823.0270996,827.6317139,813.7196655,824.072937,826.2218018,825.5898438,904.0665894,897.3282471,902.8521118,905.2298584,904.3353882,899.7067871,902.8979492,814.065918,815.7086792,814.6950684,814.3013916,813.6864014,811.9750366,813.9838867,912.2432251,909.4993286,912.0725098,908.4748535,919.9993896,911.9141846,905.944458,814.065918,815.7086792,814.6950684,814.3013916,813.6864014,811.9750366,813.9838867,912.2432251,909.4993286,912.0725098,908.4748535,919.9993896,911.9141846,905.944458
117,523.8471069,526.7706909,521.5234375,527.3702393,525.8662109,526.3623657,525.5535889,592.4223633,591.9779053,593.336853,590.5796509,592.5020142,595.8625488,592.8140869,544.3796997,545.3773804,544.1052856,547.4440308,540.5145264,542.74646,543.2351685,602.25177,604.1769409,603.7786255,604.8383179,602.1769409,603.8432007,605.2888184,545.0493164,543.4212036,541.8198853,543.4285889,546.642334,543.555481,541.5344849,597.6586914,600.6472168,595.942688,596.942688,595.9806519,600.3283691,594.7793579,546.9863892,548.8170166,545.0228882,545.5010376,545.784668,543.8536987,546.9350586,595.5906982,595.9663086,593.2486572,594.1292725,592.6275635,587.8023071,597.3803101,543.7940063,545.758606,544.7019043,544.0817871,543.9765625,544.2808228,545.3995361,596.6046753,594.4627075,593.5769653,594.744873,597.2024536,593.9086304,593.3099365,552.397522,551.6864014,554.2334595,551.017334,550.4699707,553.7481079,551.0502319,608.4467773,606.0098267,606.8728638,604.3009033,605.8255615,605.2817993,605.0351563,540.3380737,542.3348999,543.7299805,541.677002,541.7939453,540.104187,538.7178955,595.1843262,593.329895,592.8243408,592.1904297,594.6339111,592.1824341,592.2927856,539.1202393,543.7788696,543.0587158,540.6498413,542.5342407,538.2601929,540.0878296,594.2879639,592.2779541,593.5604248,594.6488647,595.5950317,592.1715088,592.8988037,534.9067993,537.109375,535.5864258,533.1873779,533.0778198,531.4110718,532.7523804,598.4295654,596.5910645,597.6771851,598.5487061,597.8257446,597.8704834,597.8630371,534.9067993,537.109375,535.5864258,533.1873779,533.0778198,531.4110718,532.7523804,598.4295654,596.5910645,597.6771851,598.5487061,597.8257446,597.8704834,597.8630371
108,641.5947876,639.2974854,644.2660522,640.4605103,646.7702026,642.3691406,641.5325928,725.161499,724.7129517,727.4638062,725.5551758,723.9921875,722.7553101,723.7420044,665.0195313,667.6233521,660.8278809,665.9069214,663.2349243,666.2849731,661.6270752,738.3446045,738.4755859,735.6500854,736.5360107,736.4152222,740.5513306,737.1156006,664.0033569,664.5894775,662.1484375,664.1953735,662.6593628,661.8490601,661.6719971,729.6585693,728.6360474,726.8989868,727.8989868,727.6967163,728.7076416,729.3057861,668.8104248,666.5640259,664.7792358,671.8469849,671.0085449,664.3114624,666.3392944,729.5481567,725.364502,724.3023071,726.4371948,726.4314575,725.5147705,725.699646,664.1920776,664.1539917,661.9202881,666.8839111,662.4570923,665.1439209,665.3898315,724.6170044,721.6551514,730.0341187,724.1999512,724.199646,726.7758789,726.1328735,673.2979126,675.8591919,672.598999,676.3532715,671.4589233,672.9840088,671.8163452,741.2860107,732.6240234,738.2576294,741.8578491,741.4056396,738.7832642,737.6670532,662.0826416,658.7904663,662.3670654,658.9176025,660.2104492,663.5358887,659.0031738,721.9459839,720.8872681,726.0322266,724.4530029,722.6810913,721.5439453,725.8249512,665.1431274,659.8910522,659.5903931,662.076355,661.0283203,658.611084,663.0301514,717.7161865,722.4388428,724.8874512,723.9071045,728.2228394,725.0446167,722.6257324,651.7177734,652.7219849,651.3583374,652.1221313,649.8029175,653.975769,652.5785522,726.3227539,728.2879028,725.3058472,729.2937012,728.8998413,728.2753906,733.0388184,651.7177734,652.7219849,651.3583374,652.1221313,649.8029175,653.975769,652.5785522,726.3227539,728.2879028,725.3058472,729.2937012,728.8998413,728.2753906,733.0388184
